fpl_player_id,opta_code,player_name,web_name,club,position,minutes,starts,goals,assists,xg,xa,xg_p90,xa_p90,expected_goal_involvements,expected_goal_involvements_p90,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,influence,creativity,threat,form,selected_by_percent,now_cost,status,source_provider
401,p438234,Omar Marmoush,Marmoush,Spurs,Forward,249,3,0.0,0.0,0.36,0.11,0.13,0.04,0.47,0.17,0,8,1,9,9.2,37.5,38.0,1.5,2.2,7.0,a,fpl
527,p212319,Richarlison de Andrade,Richarlison,Spurs,Forward,67,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0.0,2.2,0.0,0.5,0.8,5.9,u,fpl
496,p485055,Antonín Kinský,Kinsky,Spurs,Goalkeeper,360,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,29,0,0,57.8,10.0,0.0,4.0,18.5,4.5,a,fpl
495,p214572,Brandon Austin,Austin,Spurs,Goalkeeper,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,4.0,a,fpl
494,p184254,Guglielmo Vicario,Vicario,Spurs,Goalkeeper,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.1,4.5,u,fpl
497,p67089,Martin Dubravka,Dubravka,Spurs,Goalkeeper,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,17.7,4.0,a,fpl
522,p547701,Archie Gray,Gray,Spurs,Midfielder,236,3,0.0,0.0,0.09,0.04,0.03,0.02,0.13,0.05,9,10,3,22,8.0,4.8,0.0,1.8,0.2,4.9,a,fpl
524,p499726,Callum Olusesi,Olusesi,Spurs,Midfielder,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,4.4,a,fpl
519,p232787,Conor Gallagher,Gallagher,Spurs,Midfielder,128,2,0.0,0.0,0.02,0.12,0.01,0.08,0.14,0.09,1,8,5,14,10.2,9.9,3.0,0.8,0.2,5.4,a,fpl
521,p445044,Dejan Kulusevski,Kulusevski,Spurs,Midfielder,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,6.5,i,fpl
515,p172780,James Maddison,Maddison,Spurs,Midfielder,35,0,0.0,0.0,0.0,0.02,0.0,0.05,0.02,0.05,3,2,0,5,4.4,8.3,8.0,0.5,0.4,6.3,a,fpl
601,p611917,Luca Williams-Barnett,Williams-Barnett,Spurs,Midfielder,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.1,4.5,a,fpl
520,p570526,Lucas Bergvall,Bergvall,Spurs,Midfielder,72,1,0.0,0.0,0.06,0.26,0.08,0.32,0.32,0.4,1,9,2,12,0.0,2.0,2.0,0.5,0.2,5.4,a,fpl
525,p551226,Mateus Fernandes,Fernandes,Spurs,Midfielder,204,2,0.0,0.0,0.12,0.26,0.05,0.11,0.38,0.16,0,8,6,14,21.2,73.9,3.0,1.5,0.9,5.8,a,fpl
514,p511499,Mathys Tel,Tel,Spurs,Midfielder,257,3,0.0,0.0,0.21,0.23,0.07,0.08,0.44,0.15,1,11,1,13,21.0,49.5,63.0,2.0,0.2,5.8,a,fpl
523,p499721,Mikey Moore,Moore,Spurs,Midfielder,89,1,0.0,0.0,0.4,0.02,0.4,0.02,0.42,0.42,0,2,1,3,14.2,6.3,56.0,0.8,0.1,5.0,u,fpl
512,p460842,Mohammed Kudus,Kudus,Spurs,Midfielder,78,0,0.0,0.0,0.04,0.22,0.05,0.25,0.26,0.3,0,6,1,7,6.4,18.4,13.0,0.8,0.1,6.5,a,fpl
578,p465920,Mykhailo Mudryk,Mudryk,Spurs,Midfielder,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.1,2.0,0.2,0.1,5.4,i,fpl
518,p482442,Pape Matar Sarr,P.M.Sarr,Spurs,Midfielder,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.1,4.9,u,fpl
516,p202993,Rodrigo Bentancur,Bentancur,Spurs,Midfielder,287,3,0.0,0.0,0.02,0.08,0.01,0.03,0.1,0.04,19,15,9,43,35.8,25.1,6.0,2.8,0.2,5.5,a,fpl
455,p432422,Sandro Tonali,Tonali,Spurs,Midfielder,344,4,0.0,0.0,0.18,0.4,0.05,0.1,0.58,0.15,10,16,5,31,34.0,40.7,12.0,3.0,2.4,5.4,d,fpl
403,p510281,Sávio Moreira de Oliveira,Sávio,Spurs,Midfielder,150,2,0.0,0.0,0.12,0.53,0.07,0.32,0.65,0.39,1,5,0,6,6.2,17.3,15.0,1.5,0.7,6.5,a,fpl
517,p550839,Wilson Odobert,Odobert,Spurs,Midfielder,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.5,i,fpl
513,p493362,Xavi Simons,Xavi,Spurs,Midfielder,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.9,i,fpl
540,p105717,Arthur Masuaku,Masuaku,Sunderland,Defender,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.1,4.0,u,fpl
532,p223827,Daniel Ballard,Ballard,Sunderland,Defender,360,4,0.0,0.0,0.17,0.16,0.04,0.04,0.33,0.08,29,9,6,35,66.8,12.7,15.0,3.0,3.0,4.9,a,fpl
612,p638411,Dayann Méthalie,Methalie,Sunderland,Defender,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.5,a,fpl
537,p519634,Jenson Seelt,Seelt,Sunderland,Defender,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.5,u,fpl
501,p135720,Kevin Danso,Danso,Sunderland,Defender,180,2,0.0,0.0,0.0,0.16,0.0,0.08,0.16,0.08,11,6,1,12,20.8,10.9,0.0,0.8,0.2,5.0,a,fpl
538,p477547,Leo Fuhr Hjelde,Hjelde,Sunderland,Defender,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0,u,fpl
539,p167512,Luke O'Nien,O'Nien,Sunderland,Defender,66,1,0.0,0.0,0.01,0.01,0.01,0.01,0.02,0.02,4,4,1,5,11.4,1.4,4.0,0.2,2.6,4.0,a,fpl
533,p200834,Nordi Mukiele,Mukiele,Sunderland,Defender,270,3,0.0,0.0,0.7,0.05,0.23,0.02,0.75,0.25,30,13,9,39,75.0,13.0,2.0,3.2,2.1,5.4,a,fpl
535,p201895,Omar Alderete,Alderete,Sunderland,Defender,23,0,0.0,0.0,0.0,0.01,0.0,0.04,0.01,0.04,0,2,0,0,0.0,0.6,0.0,0.2,0.3,4.9,a,fpl
536,p434399,Reinildo Mandava,Reinildo,Sunderland,Defender,360,4,0.0,0.0,0.0,0.32,0.0,0.08,0.32,0.08,21,18,8,29,53.8,35.0,6.0,1.8,0.3,4.5,s,fpl
541,p93605,Thomas Meunier,Meunier,Sunderland,Defender,318,4,0.0,0.0,0.34,0.13,0.1,0.04,0.47,0.14,14,12,2,16,41.6,26.8,26.0,2.8,0.3,4.5,a,fpl
534,p487676,Trai Hume,Hume,Sunderland,Defender,195,2,0.0,0.0,0.04,0.28,0.02,0.13,0.32,0.15,3,12,9,12,31.8,58.6,15.0,2.2,3.6,4.4,a,fpl
552,p441264,Brian Brobbey,Brobbey,Sunderland,Forward,309,4,0.0,0.0,0.59,0.07,0.17,0.02,0.66,0.19,1,10,0,11,4.4,41.4,44.0,1.8,6.4,5.8,a,fpl
651,p661313,Juan Angulo,J.Angulo,Sunderland,Forward,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.6,4.5,a,fpl
553,p437505,Wilson Isidor,Isidor,Sunderland,Forward,95,0,1.0,1.0,1.49,0.01,1.41,0.01,1.5,1.42,0,2,1,3,29.4,0.6,35.0,3.5,1.5,5.5,a,fpl
530,p232571,Anthony Patterson,Patterson,Sunderland,Goalkeeper,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.1,4.0,u,fpl
531,p515046,Melker Ellborg,Ellborg,Sunderland,Goalkeeper,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.1,4.5,a,fpl
529,p498016,Robin Roefs,Roefs,Sunderland,Goalkeeper,360,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,31,0,0,31.8,0.0,0.0,2.8,2.8,4.9,a,fpl
549,p549912,Chemsdine Talbi,Talbi,Sunderland,Midfielder,31,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0,2,0.0,0.9,0.0,0.2,0.1,5.3,a,fpl
548,p554197,Chris Rigg,Rigg,Sunderland,Midfielder,17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0.0,0.3,0.0,0.5,0.0,4.9,a,fpl
550,p699989,Djiamgone Jocelin Ta Bi,Jocelin.T,Sunderland,Midfielder,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0,a,fpl
542,p484420,Enzo Le Fée,E.Le Fée,Sunderland,Midfielder,348,4,1.0,0.0,2.06,0.82,0.53,0.21,2.88,0.74,1,11,6,18,48.0,34.8,54.0,3.2,4.1,5.8,a,fpl
544,p84450,Granit Xhaka,Xhaka,Sunderland,Midfielder,360,4,0.0,1.0,0.06,0.94,0.02,0.24,1.0,0.26,9,31,6,46,54.4,109.8,3.0,4.8,4.1,5.5,a,fpl
543,p547027,Habib Diarra,Diarra,Sunderland,Midfielder,28,0,0.0,1.0,0.03,0.16,0.1,0.51,0.19,0.61,0,0,0,0,15.6,10.9,2.0,1.2,0.0,5.4,i,fpl
613,p696104,Jules Ahoka,Ahoka,Sunderland,Midfielder,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.2,4.5,a,fpl
646,p549940,Malick Fofana,Fofana,Sunderland,Midfielder,30,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.5,0.0,1.0,0.0,5.5,a,fpl
551,p536661,Nilson Angulo,N.Angulo,Sunderland,Midfielder,254,4,1.0,0.0,0.15,0.12,0.05,0.04,0.27,0.09,2,13,5,20,48.6,25.7,32.0,3.0,0.1,5.0,a,fpl
545,p577669,Noah Sadiki,Sadiki,Sunderland,Midfielder,343,4,0.0,0.0,0.4,0.23,0.1,0.06,0.63,0.16,10,10,6,26,41.8,54.9,79.0,2.0,0.2,4.9,a,fpl
547,p461199,Romaine Mundle,Mundle,Sunderland,Midfielder,1,0,0.0,0.0,0.17,0.0,15.3,0.0,0.17,15.3,1,0,0,1,8.0,0.1,17.0,0.2,0.0,4.9,i,fpl
546,p535818,Simon Adingra,Adingra,Sunderland,Midfielder,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.9,u,fpl
