provider_player_id,player_name,season,competition,club,position_raw,position,matches,minutes,goals,xg,non_penalty_goals,non_penalty_xg,assists,xa,shots,key_passes,xg_chain,xg_buildup,goals_p90,xg_p90,assists_p90,xa_p90,shots_p90,key_passes_p90,xg_chain_p90,xg_buildup_p90,source_provider
534,Aaron Cresswell,2021-2022,ENG-Premier League,West Ham,D,Defender,31,2734,2.0,0.9124,2.0,0.9124,3.0,3.6706,18.0,31.0,10.5437,9.6247,0.0658,0.03,0.0988,0.1208,0.5925,1.0205,0.3471,0.3168,understat
7699,Adam Webster,2021-2022,ENG-Premier League,Brighton,D S,Defender,22,1419,2.0,1.4867,2.0,1.4867,0.0,0.0369,8.0,1.0,3.1694,3.1523,0.1268,0.0943,0.0,0.0023,0.5074,0.0634,0.201,0.1999,understat
1828,Alex Telles,2021-2022,ENG-Premier League,Manchester United,D S,Defender,21,1659,0.0,0.4515,0.0,0.4515,4.0,2.167,10.0,26.0,7.5149,6.4593,0.0,0.0245,0.217,0.1176,0.5425,1.4105,0.4077,0.3504,understat
200,Andreas Christensen,2021-2022,ENG-Premier League,Chelsea,D S,Defender,19,1499,0.0,0.799,0.0,0.799,0.0,0.1927,5.0,6.0,8.3028,8.2916,0.0,0.048,0.0,0.0116,0.3002,0.3602,0.4985,0.4978,understat
1688,Andrew Robertson,2021-2022,ENG-Premier League,Liverpool,D,Defender,29,2550,3.0,2.2712,3.0,2.2712,10.0,6.1975,19.0,55.0,18.6197,14.2774,0.1059,0.0802,0.3529,0.2187,0.6706,1.9412,0.6572,0.5039,understat
528,Angelo Ogbonna,2021-2022,ENG-Premier League,West Ham,D,Defender,11,921,1.0,0.6117,1.0,0.6117,0.0,0.0,3.0,0.0,1.0062,0.9552,0.0977,0.0598,0.0,0.0,0.2932,0.0,0.0983,0.0933,understat
1822,Antonio Rüdiger,2021-2022,ENG-Premier League,Chelsea,D,Defender,34,3036,3.0,2.6755,3.0,2.6755,0.0,0.7367,48.0,12.0,17.8128,17.0052,0.0889,0.0793,0.0,0.0218,1.4229,0.3557,0.528,0.5041,understat
934,Axel Tuanzebe,2021-2022,ENG-Premier League,Aston Villa,D S,Defender,9,507,0.0,0.1549,0.0,0.1549,0.0,0.0,2.0,0.0,0.8888,0.8888,0.0,0.0275,0.0,0.0,0.355,0.0,0.1578,0.1578,understat
2498,Aymeric Laporte,2021-2022,ENG-Premier League,Manchester City,D,Defender,33,2848,4.0,4.4545,4.0,4.4545,0.0,0.6116,35.0,9.0,18.6375,18.2206,0.1264,0.1408,0.0,0.0193,1.106,0.2844,0.589,0.5758,understat
660,Ben Davies,2021-2022,ENG-Premier League,Tottenham,D S,Defender,29,2542,1.0,2.4761,1.0,2.4761,1.0,0.6462,18.0,11.0,13.4935,12.4854,0.0354,0.0877,0.0354,0.0229,0.6373,0.3895,0.4777,0.442,understat
1707,Ben Gibson,2021-2022,ENG-Premier League,Norwich,D,Defender,28,2496,0.0,1.3601,0.0,1.3601,0.0,0.1156,8.0,3.0,4.1141,4.0749,0.0,0.049,0.0,0.0042,0.2885,0.1082,0.1483,0.1469,understat
7689,Ben Godfrey,2021-2022,ENG-Premier League,Everton,D,Defender,23,2034,0.0,1.3013,0.0,1.3013,0.0,0.707,18.0,12.0,2.7757,2.2781,0.0,0.0576,0.0,0.0313,0.7965,0.531,0.1228,0.1008,understat
6424,Ben Johnson,2021-2022,ENG-Premier League,West Ham,D S,Defender,20,1402,1.0,0.1485,1.0,0.1485,0.0,0.5554,5.0,9.0,4.078,3.7417,0.0642,0.0095,0.0,0.0357,0.321,0.5777,0.2618,0.2402,understat
1654,Ben Mee,2021-2022,ENG-Premier League,Burnley,D,Defender,21,1839,3.0,2.5611,3.0,2.5611,0.0,1.275,19.0,5.0,2.5687,2.48,0.1468,0.1253,0.0,0.0624,0.9299,0.2447,0.1257,0.1214,understat
7298,Ben White,2021-2022,ENG-Premier League,Arsenal,D,Defender,32,2880,0.0,0.6877,0.0,0.6877,0.0,1.1922,12.0,13.0,10.001,9.3364,0.0,0.0215,0.0,0.0373,0.375,0.4062,0.3125,0.2918,understat
8075,Brandon Williams,2021-2022,ENG-Premier League,Norwich,D S,Defender,26,2120,0.0,0.1553,0.0,0.1553,1.0,1.9217,4.0,21.0,4.284,3.1663,0.0,0.0066,0.0425,0.0816,0.1698,0.8915,0.1819,0.1344,understat
5264,Caglar Söyüncü,2021-2022,ENG-Premier League,Leicester,D,Defender,28,2500,1.0,1.0081,1.0,1.0081,0.0,0.0874,8.0,3.0,5.9092,5.8219,0.036,0.0363,0.0,0.0031,0.288,0.108,0.2127,0.2096,understat
6044,Charlie Taylor,2021-2022,ENG-Premier League,Burnley,D S,Defender,31,2729,0.0,0.1939,0.0,0.1939,3.0,3.4197,7.0,20.0,6.8722,4.5548,0.0,0.0064,0.0989,0.1128,0.2309,0.6596,0.2266,0.1502,understat
1725,Christian Kabasele,2021-2022,ENG-Premier League,Watford,D S,Defender,16,1188,0.0,1.3147,0.0,1.3147,0.0,0.1767,7.0,2.0,0.7724,0.7071,0.0,0.0996,0.0,0.0134,0.5303,0.1515,0.0585,0.0536,understat
875,Ciaran Clark,2021-2022,ENG-Premier League,Newcastle United,D S,Defender,13,1011,0.0,1.0102,0.0,1.0102,1.0,0.1965,7.0,4.0,1.7617,1.6704,0.0,0.0899,0.089,0.0175,0.6231,0.3561,0.1568,0.1487,understat
5568,Connor Roberts,2021-2022,ENG-Premier League,Burnley,D S,Defender,21,1686,1.0,0.2226,1.0,0.2226,1.0,1.1593,6.0,13.0,3.6432,2.4139,0.0534,0.0119,0.0534,0.0619,0.3203,0.694,0.1945,0.1289,understat
6851,Conor Coady,2021-2022,ENG-Premier League,Wolverhampton Wanderers,D,Defender,38,3369,4.0,2.3265,4.0,2.3265,0.0,0.0783,12.0,3.0,5.3487,5.3224,0.1069,0.0621,0.0,0.0021,0.3206,0.0801,0.1429,0.1422,understat
581,Craig Cathcart,2021-2022,ENG-Premier League,Watford,D S,Defender,31,2395,0.0,0.1615,0.0,0.1615,1.0,1.4213,3.0,3.0,1.9475,1.9475,0.0,0.0061,0.0376,0.0534,0.1127,0.1127,0.0732,0.0732,understat
804,Craig Dawson,2021-2022,ENG-Premier League,West Ham,D S,Defender,34,2760,2.0,2.9424,2.0,2.9424,2.0,1.0429,25.0,5.0,5.0172,4.9214,0.0652,0.0959,0.0652,0.034,0.8152,0.163,0.1636,0.1605,understat
7218,Cristian Romero,2021-2022,ENG-Premier League,Tottenham,D S,Defender,22,1850,1.0,0.4115,1.0,0.4115,0.0,0.3777,6.0,6.0,9.463,9.0533,0.0486,0.02,0.0,0.0184,0.2919,0.2919,0.4604,0.4404,understat
847,Cédric Soares,2021-2022,ENG-Premier League,Arsenal,D S,Defender,21,1483,1.0,0.4897,1.0,0.4897,1.0,1.5193,12.0,18.0,5.3501,4.6193,0.0607,0.0297,0.0607,0.0922,0.7283,1.0924,0.3247,0.2803,understat
7382,Dan Burn,2021-2022,ENG-Premier League,"Brighton,Newcastle United",D S,Defender,29,2465,1.0,1.6115,1.0,1.6115,1.0,1.4532,18.0,6.0,2.9699,2.9461,0.0365,0.0588,0.0365,0.0531,0.6572,0.2191,0.1084,0.1076,understat
759,Daniel Amartey,2021-2022,ENG-Premier League,Leicester,D S,Defender,28,2111,0.0,0.0229,0.0,0.0229,0.0,0.2451,2.0,4.0,4.305,4.2821,0.0,0.001,0.0,0.0104,0.0853,0.1705,0.1835,0.1826,understat
641,Danny Rose,2021-2022,ENG-Premier League,Watford,D S,Defender,8,692,0.0,0.1566,0.0,0.1566,0.0,0.6318,4.0,5.0,1.551,0.8792,0.0,0.0204,0.0,0.0822,0.5202,0.6503,0.2017,0.1143,understat
6249,Davinson Sánchez,2021-2022,ENG-Premier League,Tottenham,D S,Defender,23,1618,2.0,2.0042,2.0,2.0042,0.0,0.292,13.0,5.0,7.7106,7.4833,0.1112,0.1115,0.0,0.0162,0.7231,0.2781,0.4289,0.4163,understat
2163,Diego Llorente,2021-2022,ENG-Premier League,Leeds,D,Defender,28,2351,3.0,1.9779,3.0,1.9779,0.0,0.0478,10.0,2.0,2.1757,2.1757,0.1148,0.0757,0.0,0.0018,0.3828,0.0766,0.0833,0.0833,understat
9745,Dimitris Giannoulis,2021-2022,ENG-Premier League,Norwich,D S,Defender,18,1170,0.0,0.1043,0.0,0.1043,1.0,0.5381,2.0,9.0,2.3208,1.8955,0.0,0.008,0.0769,0.0414,0.1538,0.6923,0.1785,0.1458,understat
7281,Diogo Dalot,2021-2022,ENG-Premier League,Manchester United,D S,Defender,24,1790,0.0,0.6603,0.0,0.6603,0.0,0.8457,13.0,16.0,7.871,6.7551,0.0,0.0332,0.0,0.0425,0.6536,0.8045,0.3957,0.3396,understat
7430,Emerson,2021-2022,ENG-Premier League,Tottenham,D S,Defender,31,2296,1.0,2.0201,1.0,2.0201,1.0,2.4506,15.0,28.0,12.5767,9.2611,0.0392,0.0792,0.0392,0.0961,0.588,1.0976,0.493,0.363,understat
1545,Emil Krafth,2021-2022,ENG-Premier League,Newcastle United,D S,Defender,20,1636,0.0,0.2296,0.0,0.2296,1.0,1.0393,6.0,6.0,3.7981,3.6668,0.0,0.0126,0.055,0.0572,0.3301,0.3301,0.2089,0.2017,understat
643,Eric Dier,2021-2022,ENG-Premier League,Tottenham,D,Defender,35,3071,0.0,1.5635,0.0,1.5635,0.0,1.3193,14.0,8.0,15.4362,14.8242,0.0,0.0458,0.0,0.0387,0.4103,0.2345,0.4524,0.4344,understat
887,Erik Pieters,2021-2022,ENG-Premier League,Burnley,D S,Defender,12,722,0.0,0.1499,0.0,0.1499,1.0,0.7618,7.0,2.0,2.1208,1.2565,0.0,0.0187,0.1247,0.095,0.8726,0.2493,0.2644,0.1566,understat
9678,Ethan Pinnock,2021-2022,ENG-Premier League,Brentford,D,Defender,32,2701,1.0,1.7465,1.0,1.7465,1.0,1.7245,16.0,12.0,6.1848,4.2751,0.0333,0.0582,0.0333,0.0575,0.5331,0.3999,0.2061,0.1425,understat
7726,Ezri Konsa Ngoyo,2021-2022,ENG-Premier League,Aston Villa,D,Defender,29,2494,2.0,1.2069,2.0,1.2069,0.0,0.2707,14.0,4.0,4.5428,4.2916,0.0722,0.0436,0.0,0.0098,0.5052,0.1443,0.1639,0.1549,understat
76,Fabian Schär,2021-2022,ENG-Premier League,Newcastle United,D,Defender,25,2167,2.0,0.8395,2.0,0.8395,2.0,1.4793,20.0,9.0,3.3704,2.8303,0.0831,0.0349,0.0831,0.0614,0.8306,0.3738,0.14,0.1175,understat
708,Federico Fernández,2021-2022,ENG-Premier League,Newcastle United,D S,Defender,7,523,0.0,0.3371,0.0,0.3371,0.0,0.2842,6.0,1.0,0.5563,0.272,0.0,0.058,0.0,0.0489,1.0325,0.1721,0.0957,0.0468,understat
5708,Fernando Marçal,2021-2022,ENG-Premier League,Wolverhampton Wanderers,D S,Defender,18,1468,0.0,0.6045,0.0,0.6045,0.0,0.7217,11.0,10.0,3.9283,3.2729,0.0,0.0371,0.0,0.0442,0.6744,0.6131,0.2408,0.2007,understat
5613,Gabriel,2021-2022,ENG-Premier League,Arsenal,D,Defender,35,3075,5.0,3.5427,5.0,3.5427,0.0,0.2485,29.0,8.0,11.8042,11.4124,0.1463,0.1037,0.0,0.0073,0.8488,0.2341,0.3455,0.334,understat
7690,Grant Hanley,2021-2022,ENG-Premier League,Norwich,D,Defender,33,2899,1.0,1.6962,1.0,1.6962,0.0,0.3979,20.0,6.0,3.5522,3.4606,0.031,0.0527,0.0,0.0124,0.6209,0.1863,0.1103,0.1074,understat
1687,Harry Maguire,2021-2022,ENG-Premier League,Manchester United,D S,Defender,30,2518,1.0,2.2377,1.0,2.2377,0.0,0.1432,23.0,4.0,7.958,7.6964,0.0357,0.08,0.0,0.0051,0.8221,0.143,0.2844,0.2751,understat
3729,Hassane Kamara,2021-2022,ENG-Premier League,Watford,D S,Defender,19,1627,1.0,0.1644,1.0,0.1644,0.0,0.6611,5.0,10.0,3.0576,2.6923,0.0553,0.0091,0.0,0.0366,0.2766,0.5532,0.1691,0.1489,understat
6326,Ibrahima Konaté,2021-2022,ENG-Premier League,Liverpool,D,Defender,11,990,0.0,0.2052,0.0,0.2052,0.0,0.0,4.0,0.0,3.7583,3.7583,0.0,0.0187,0.0,0.0,0.3636,0.0,0.3417,0.3417,understat
3203,Issa Diop,2021-2022,ENG-Premier League,West Ham,D S,Defender,13,964,0.0,0.0563,0.0,0.0563,1.0,0.2918,2.0,1.0,2.0276,1.7358,0.0,0.0053,0.0934,0.0272,0.1867,0.0934,0.1893,0.1621,understat
1735,Jack Stephens,2021-2022,ENG-Premier League,Southampton,D S,Defender,11,806,0.0,0.0,0.0,0.0,0.0,0.2443,0.0,4.0,1.7434,1.6893,0.0,0.0,0.0,0.0273,0.0,0.4467,0.1947,0.1886,understat
766,Jamaal Lascelles,2021-2022,ENG-Premier League,Newcastle United,D S,Defender,26,2052,1.0,1.3373,1.0,1.3373,0.0,0.2317,17.0,4.0,1.4466,1.4466,0.0439,0.0587,0.0,0.0102,0.7456,0.1754,0.0634,0.0634,understat
7753,James Justin,2021-2022,ENG-Premier League,Leicester,D S,Defender,13,993,0.0,0.5318,0.0,0.5318,0.0,0.8498,5.0,9.0,5.4323,4.5367,0.0,0.0482,0.0,0.077,0.4532,0.8157,0.4923,0.4112,understat
1665,James Tarkowski,2021-2022,ENG-Premier League,Burnley,D,Defender,35,3108,1.0,2.9871,1.0,2.9871,2.0,0.4877,22.0,10.0,5.5695,5.2581,0.029,0.0865,0.0579,0.0141,0.6371,0.2896,0.1613,0.1523,understat
530,James Tomkins,2021-2022,ENG-Premier League,Crystal Palace,D S,Defender,8,540,1.0,0.6891,1.0,0.6891,0.0,0.3528,4.0,2.0,0.4859,0.4057,0.1667,0.1148,0.0,0.0588,0.6667,0.3333,0.081,0.0676,understat
6042,Jan Bednarek,2021-2022,ENG-Premier League,Southampton,D S,Defender,31,2637,4.0,2.7923,4.0,2.7923,0.0,0.3659,19.0,6.0,6.6218,6.355,0.1365,0.0953,0.0,0.0125,0.6485,0.2048,0.226,0.2169,understat
111,Jannik Vestergaard,2021-2022,ENG-Premier League,Leicester,D S,Defender,10,561,0.0,0.0388,0.0,0.0388,0.0,0.0673,1.0,1.0,3.7836,3.7836,0.0,0.0062,0.0,0.0108,0.1604,0.1604,0.607,0.607,understat
8222,Japhet Tanganga,2021-2022,ENG-Premier League,Tottenham,D S,Defender,11,751,0.0,0.4486,0.0,0.4486,0.0,0.2456,7.0,2.0,1.5058,1.3856,0.0,0.0538,0.0,0.0294,0.8389,0.2397,0.1805,0.1661,understat
1719,Javier Manquillo,2021-2022,ENG-Premier League,Newcastle United,D S,Defender,19,1273,1.0,0.378,1.0,0.378,2.0,0.471,4.0,4.0,1.6461,0.8073,0.0707,0.0267,0.1414,0.0333,0.2828,0.2828,0.1164,0.0571,understat
8235,Jeremy Ngakia,2021-2022,ENG-Premier League,Watford,D S,Defender,16,895,0.0,0.0931,0.0,0.0931,0.0,0.8598,5.0,4.0,2.3215,2.1997,0.0,0.0094,0.0,0.0865,0.5028,0.4022,0.2334,0.2212,understat
6314,Joachim Andersen,2021-2022,ENG-Premier League,Crystal Palace,D S,Defender,34,2917,0.0,0.4842,0.0,0.4842,3.0,1.3832,8.0,18.0,8.2105,8.0001,0.0,0.0149,0.0926,0.0427,0.2468,0.5554,0.2533,0.2468,understat
332,Joel Matip,2021-2022,ENG-Premier League,Liverpool,D,Defender,31,2790,3.0,2.7208,3.0,2.7208,3.0,2.0788,34.0,12.0,15.5037,13.8098,0.0968,0.0878,0.0968,0.0671,1.0968,0.3871,0.5001,0.4455,understat
510,Joel Ward,2021-2022,ENG-Premier League,Crystal Palace,D S,Defender,28,2487,0.0,0.3406,0.0,0.3406,0.0,0.3251,10.0,6.0,8.6862,8.2208,0.0,0.0123,0.0,0.0118,0.3619,0.2171,0.3143,0.2975,understat
586,John Stones,2021-2022,ENG-Premier League,Manchester City,D S,Defender,14,1114,1.0,1.2149,1.0,1.2149,0.0,0.1626,9.0,4.0,6.5914,6.4356,0.0808,0.0982,0.0,0.0131,0.7271,0.3232,0.5325,0.5199,understat
1084,Jonjoe Kenny,2021-2022,ENG-Premier League,Everton,D S,Defender,15,1014,0.0,0.1626,0.0,0.1626,1.0,0.5759,5.0,11.0,1.7378,1.1256,0.0,0.0144,0.0888,0.0511,0.4438,0.9763,0.1542,0.0999,understat
2280,Jonny,2021-2022,ENG-Premier League,Wolverhampton Wanderers,D S,Defender,13,1020,2.0,0.8669,2.0,0.8669,0.0,1.1286,10.0,11.0,3.1495,1.7416,0.1765,0.0765,0.0,0.0996,0.8824,0.9706,0.2779,0.1537,understat
807,Jonny Evans,2021-2022,ENG-Premier League,Leicester,D S,Defender,18,1355,1.0,1.2848,1.0,1.2848,1.0,0.9207,3.0,4.0,4.2091,4.1138,0.0664,0.0853,0.0664,0.0612,0.1993,0.2657,0.2796,0.2732,understat
2379,João Cancelo,2021-2022,ENG-Premier League,Manchester City,D,Defender,36,3233,1.0,4.5441,1.0,4.5441,7.0,6.0093,81.0,39.0,26.8875,21.1521,0.0278,0.1265,0.1949,0.1673,2.2549,1.0857,0.7485,0.5888,understat
8089,Kieran Tierney,2021-2022,ENG-Premier League,Arsenal,D,Defender,22,1926,1.0,0.6145,1.0,0.6145,3.0,1.2466,15.0,20.0,6.7282,5.2738,0.0467,0.0287,0.1402,0.0583,0.7009,0.9346,0.3144,0.2464,understat
5043,Kiko Femenía,2021-2022,ENG-Premier League,Watford,D S,Defender,27,2157,0.0,0.0617,0.0,0.0617,5.0,3.5832,3.0,23.0,3.984,3.0229,0.0,0.0026,0.2086,0.1495,0.1252,0.9597,0.1662,0.1261,understat
8852,Konstantinos Tsimikas,2021-2022,ENG-Premier League,Liverpool,D S,Defender,13,866,0.0,0.6706,0.0,0.6706,2.0,2.131,8.0,25.0,6.5047,5.5752,0.0,0.0697,0.2079,0.2215,0.8314,2.5982,0.676,0.5794,understat
9677,Kristoffer Ajer,2021-2022,ENG-Premier League,Brentford,D S,Defender,24,2012,1.0,1.0656,1.0,1.0656,3.0,2.2112,7.0,8.0,5.5533,3.8359,0.0447,0.0477,0.1342,0.0989,0.3131,0.3579,0.2484,0.1716,understat
935,Kurt Zouma,2021-2022,ENG-Premier League,West Ham,D,Defender,24,2083,1.0,0.8131,1.0,0.8131,0.0,0.0839,6.0,2.0,4.4502,4.3194,0.0432,0.0351,0.0,0.0036,0.2592,0.0864,0.1923,0.1866,understat
638,Kyle Walker,2021-2022,ENG-Premier League,Manchester City,D,Defender,20,1759,0.0,0.2225,0.0,0.2225,2.0,1.4552,8.0,11.0,9.6612,8.5141,0.0,0.0114,0.1023,0.0745,0.4093,0.5628,0.4943,0.4356,understat
6048,Lewis Dunk,2021-2022,ENG-Premier League,Brighton,D,Defender,29,2574,1.0,1.4921,1.0,1.4921,0.0,0.4056,19.0,3.0,6.8479,6.8327,0.035,0.0522,0.0,0.0142,0.6643,0.1049,0.2394,0.2389,understat
8816,Liam Cooper,2021-2022,ENG-Premier League,Leeds,D,Defender,21,1814,0.0,0.2801,0.0,0.2801,1.0,0.1322,6.0,4.0,3.402,3.324,0.0,0.0139,0.0496,0.0066,0.2977,0.1985,0.1688,0.1649,understat
1823,Lucas Digne,2021-2022,ENG-Premier League,"Aston Villa,Everton",D,Defender,29,2446,0.0,0.8612,0.0,0.8612,4.0,3.5198,18.0,52.0,7.2711,5.3052,0.0,0.0317,0.1472,0.1295,0.6623,1.9133,0.2675,0.1952,understat
6252,Lyanco,2021-2022,ENG-Premier League,Southampton,D S,Defender,15,898,0.0,0.2555,0.0,0.2555,0.0,0.1741,6.0,3.0,1.7962,1.7198,0.0,0.0256,0.0,0.0174,0.6013,0.3007,0.18,0.1724,understat
9683,Mads Bech Sørensen,2021-2022,ENG-Premier League,Brentford,D S,Defender,11,841,0.0,0.0719,0.0,0.0719,0.0,0.3418,2.0,7.0,1.5663,1.2245,0.0,0.0077,0.0,0.0366,0.214,0.7491,0.1676,0.131,understat
9685,Mads Roerslev,2021-2022,ENG-Premier League,Brentford,D S,Defender,21,1240,1.0,0.2831,1.0,0.2831,1.0,0.9667,5.0,7.0,1.3582,0.4799,0.0726,0.0206,0.0726,0.0702,0.3629,0.5081,0.0986,0.0348,understat
5648,Malang Sarr,2021-2022,ENG-Premier League,Chelsea,D S,Defender,8,549,0.0,0.0207,0.0,0.0207,0.0,0.3876,1.0,3.0,1.3374,0.9394,0.0,0.0034,0.0,0.0635,0.1639,0.4918,0.2192,0.154,understat
7603,Marc Guehi,2021-2022,ENG-Premier League,Crystal Palace,D,Defender,36,3227,2.0,2.4918,2.0,2.4918,1.0,1.2006,19.0,6.0,7.8243,7.7756,0.0558,0.0695,0.0279,0.0335,0.5299,0.1673,0.2182,0.2169,understat
461,Matt Ritchie,2021-2022,ENG-Premier League,Newcastle United,D S,Defender,18,1335,0.0,0.3663,0.0,0.3663,2.0,1.9647,10.0,29.0,2.9606,2.4115,0.0,0.0247,0.1348,0.1325,0.6742,1.9551,0.1996,0.1626,understat
1652,Matthew Lowton,2021-2022,ENG-Premier League,Burnley,D S,Defender,25,1788,1.0,0.7789,1.0,0.7789,2.0,2.1353,10.0,17.0,4.2349,3.1735,0.0503,0.0392,0.1007,0.1075,0.5034,0.8557,0.2132,0.1597,understat
7688,Max Aarons,2021-2022,ENG-Premier League,Norwich,D S,Defender,34,2882,0.0,0.8394,0.0,0.8394,2.0,1.7876,13.0,20.0,4.7625,2.4843,0.0,0.0262,0.0625,0.0558,0.406,0.6246,0.1487,0.0776,understat
7332,Max Kilman,2021-2022,ENG-Premier League,Wolverhampton Wanderers,D,Defender,30,2693,1.0,1.3776,1.0,1.3776,0.0,0.1449,13.0,3.0,5.2326,5.0623,0.0334,0.046,0.0,0.0048,0.4345,0.1003,0.1749,0.1692,understat
1653,Michael Keane,2021-2022,ENG-Premier League,Everton,D S,Defender,32,2799,3.0,1.2031,3.0,1.2031,2.0,1.3396,19.0,8.0,3.248,2.6485,0.0965,0.0387,0.0643,0.0431,0.6109,0.2572,0.1044,0.0852,understat
6923,Mohammed Salisu,2021-2022,ENG-Premier League,Southampton,D S,Defender,34,2972,0.0,1.793,0.0,1.793,0.0,0.5445,24.0,9.0,7.811,7.5806,0.0,0.0543,0.0,0.0165,0.7268,0.2725,0.2365,0.2296,understat
579,Nathan Aké,2021-2022,ENG-Premier League,Manchester City,D S,Defender,14,920,2.0,1.3035,2.0,1.3035,0.0,0.6173,5.0,2.0,4.6342,4.6342,0.1957,0.1275,0.0,0.0604,0.4891,0.1957,0.4533,0.4533,understat
9733,Nathan Collins,2021-2022,ENG-Premier League,Burnley,D S,Defender,19,1671,2.0,1.6455,2.0,1.6455,0.0,1.4841,15.0,5.0,1.536,1.1278,0.1077,0.0886,0.0,0.0799,0.8079,0.2693,0.0827,0.0607,understat
603,Nathaniel Clyne,2021-2022,ENG-Premier League,Crystal Palace,D S,Defender,16,1351,0.0,0.067,0.0,0.067,1.0,0.3154,3.0,6.0,1.6975,1.4626,0.0,0.0045,0.0666,0.021,0.1999,0.3997,0.1131,0.0974,understat
9691,Nuno Tavares,2021-2022,ENG-Premier League,Arsenal,D S,Defender,22,1162,1.0,1.7563,1.0,1.7563,1.0,1.0645,23.0,10.0,6.0609,3.7577,0.0775,0.136,0.0775,0.0825,1.7814,0.7745,0.4694,0.291,understat
6163,Nélson Semedo,2021-2022,ENG-Premier League,Wolverhampton Wanderers,D,Defender,25,2151,0.0,1.3902,0.0,1.3902,1.0,1.3629,19.0,18.0,5.2917,2.8526,0.0,0.0582,0.0418,0.057,0.795,0.7531,0.2214,0.1194,understat
2958,Oleksandr Zinchenko,2021-2022,ENG-Premier League,Manchester City,D S,Defender,15,1026,0.0,0.4875,0.0,0.4875,4.0,2.31,12.0,16.0,12.0968,9.8313,0.0,0.0428,0.3509,0.2026,1.0526,1.4035,1.0611,0.8624,understat
7376,Ozan Kabak,2021-2022,ENG-Premier League,Norwich,D,Defender,11,926,0.0,0.5807,0.0,0.5807,0.0,0.0303,5.0,2.0,0.9166,0.8188,0.0,0.0564,0.0,0.0029,0.486,0.1944,0.0891,0.0796,understat
1801,Pontus Jansson,2021-2022,ENG-Premier League,Brentford,D,Defender,37,3325,3.0,4.5934,3.0,4.5934,1.0,0.5606,22.0,5.0,5.3875,3.8859,0.0812,0.1243,0.0271,0.0152,0.5955,0.1353,0.1458,0.1052,understat
2245,Raphael Varane,2021-2022,ENG-Premier League,Manchester United,D S,Defender,22,1823,1.0,0.7495,1.0,0.7495,1.0,0.214,9.0,4.0,5.6729,5.4604,0.0494,0.037,0.0494,0.0106,0.4443,0.1975,0.2801,0.2696,understat
6674,Rayan Ait Nouri,2021-2022,ENG-Premier League,Wolverhampton Wanderers,D S,Defender,23,1820,1.0,0.5461,1.0,0.5461,2.0,1.6456,13.0,17.0,4.4613,3.4813,0.0495,0.027,0.0989,0.0814,0.6429,0.8407,0.2206,0.1722,understat
1749,Rob Holding,2021-2022,ENG-Premier League,Arsenal,D S,Defender,15,824,1.0,0.5606,1.0,0.5606,0.0,0.0,4.0,0.0,2.1674,2.1674,0.1092,0.0612,0.0,0.0,0.4369,0.0,0.2367,0.2367,understat
3491,Romain Saiss,2021-2022,ENG-Premier League,Wolverhampton Wanderers,D,Defender,31,2721,2.0,3.1988,2.0,3.1988,0.0,0.3213,18.0,7.0,5.6408,5.4336,0.0662,0.1058,0.0,0.0106,0.5954,0.2315,0.1866,0.1797,understat
8961,Rúben Dias,2021-2022,ENG-Premier League,Manchester City,D S,Defender,29,2403,2.0,2.535,2.0,2.535,4.0,3.158,18.0,16.0,16.9405,16.118,0.0749,0.0949,0.1498,0.1183,0.6742,0.5993,0.6345,0.6037,understat
902,Sam Byram,2021-2022,ENG-Premier League,Norwich,D S,Defender,15,1019,0.0,0.3631,0.0,0.3631,0.0,0.2559,7.0,4.0,1.2248,1.042,0.0,0.0321,0.0,0.0226,0.6183,0.3533,0.1082,0.092,understat
1142,Samir,2021-2022,ENG-Premier League,Watford,D,Defender,19,1682,0.0,0.3859,0.0,0.3859,0.0,0.1427,8.0,2.0,1.6489,1.5581,0.0,0.0206,0.0,0.0076,0.4281,0.107,0.0882,0.0834,understat
585,Seamus Coleman,2021-2022,ENG-Premier League,Everton,D,Defender,30,2663,1.0,1.1748,1.0,1.1748,0.0,0.7962,9.0,13.0,5.3798,3.7578,0.0338,0.0397,0.0,0.0269,0.3042,0.4394,0.1818,0.127,understat
7187,Sergio Reguilón,2021-2022,ENG-Premier League,Tottenham,D S,Defender,25,1929,2.0,2.9717,2.0,2.9717,3.0,3.5309,21.0,28.0,9.4592,4.9193,0.0933,0.1386,0.14,0.1647,0.9798,1.3064,0.4413,0.2295,understat
6047,Shane Duffy,2021-2022,ENG-Premier League,Brighton,D S,Defender,18,1432,1.0,0.9077,1.0,0.9077,0.0,0.103,22.0,4.0,3.5175,3.4393,0.0628,0.057,0.0,0.0065,1.3827,0.2514,0.2211,0.2162,understat
7931,Takehiro Tomiyasu,2021-2022,ENG-Premier League,Arsenal,D S,Defender,21,1688,0.0,0.3872,0.0,0.3872,1.0,0.9992,11.0,12.0,8.3407,7.4792,0.0,0.0206,0.0533,0.0533,0.5865,0.6398,0.4447,0.3988,understat
3288,Thiago Silva,2021-2022,ENG-Premier League,Chelsea,D S,Defender,32,2638,3.0,1.0738,3.0,1.0738,0.0,0.2539,18.0,7.0,18.0459,17.8471,0.1024,0.0366,0.0,0.0087,0.6141,0.2388,0.6157,0.6089,understat
