provider_player_id,player_name,season,competition,club,position_raw,position,matches,minutes,goals,xg,non_penalty_goals,non_penalty_xg,assists,xa,shots,key_passes,xg_chain,xg_buildup,goals_p90,xg_p90,assists_p90,xa_p90,shots_p90,key_passes_p90,xg_chain_p90,xg_buildup_p90,source_provider
501,Danny Welbeck,2023-2024,ENG-Premier League,Brighton,F M S,Winger,29,1723,5.0,6.2421,5.0,6.2421,1.0,2.1882,40.0,22.0,13.5468,7.4746,0.2612,0.3261,0.0522,0.1143,2.0894,1.1492,0.7076,0.3904,understat
6691,Dejan Kulusevski,2023-2024,ENG-Premier League,Tottenham,F M S,Winger,36,2787,8.0,5.8355,8.0,5.8355,3.0,8.6156,57.0,65.0,23.7171,12.5073,0.2583,0.1884,0.0969,0.2782,1.8407,2.099,0.7659,0.4039,understat
484,Divock Origi,2023-2024,ENG-Premier League,Nottingham Forest,F M S,Winger,20,557,0.0,1.5459,0.0,1.5459,1.0,1.5921,14.0,7.0,4.1035,1.0764,0.0,0.2498,0.1616,0.2572,2.2621,1.1311,0.663,0.1739,understat
8706,Eberechi Eze,2023-2024,ENG-Premier League,Crystal Palace,F M S,Winger,27,2097,11.0,9.3731,10.0,8.6119,4.0,6.8448,83.0,54.0,16.3817,6.3479,0.4721,0.4023,0.1717,0.2938,3.5622,2.3176,0.7031,0.2724,understat
11718,Elijah Adebayo,2023-2024,ENG-Premier League,Luton,F M S,Winger,27,1422,10.0,6.6308,10.0,6.6308,0.0,0.8137,31.0,14.0,8.2813,1.9412,0.6329,0.4197,0.0,0.0515,1.962,0.8861,0.5241,0.1229,understat
9154,Elliot Anderson,2023-2024,ENG-Premier League,Newcastle United,D F M S,Winger,21,997,0.0,1.342,0.0,1.342,2.0,1.5226,19.0,15.0,6.6667,4.9691,0.0,0.1211,0.1805,0.1374,1.7151,1.3541,0.6018,0.4486,understat
11362,Facundo Buonanotte,2023-2024,ENG-Premier League,Brighton,F M S,Winger,27,1408,3.0,2.9747,3.0,2.9747,1.0,2.3043,21.0,19.0,6.9518,3.3283,0.1918,0.1901,0.0639,0.1473,1.3423,1.2145,0.4444,0.2127,understat
11839,Gustavo Hamer,2023-2024,ENG-Premier League,Sheffield United,F M S,Winger,36,2986,4.0,2.4141,4.0,2.4141,6.0,6.986,49.0,68.0,9.9184,4.2412,0.1206,0.0728,0.1808,0.2106,1.4769,2.0496,0.2989,0.1278,understat
5596,Harry Wilson,2023-2024,ENG-Premier League,Fulham,F M S,Winger,35,1576,4.0,2.8195,4.0,2.8195,6.0,3.1506,39.0,22.0,7.5458,3.5086,0.2284,0.161,0.3426,0.1799,2.2272,1.2563,0.4309,0.2004,understat
6681,Harvey Barnes,2023-2024,ENG-Premier League,Newcastle United,F M S,Winger,21,738,5.0,3.4679,5.0,3.4679,3.0,4.2107,27.0,13.0,9.0796,2.5502,0.6098,0.4229,0.3659,0.5135,3.2927,1.5854,1.1073,0.311,understat
7546,Harvey Elliott,2023-2024,ENG-Premier League,Liverpool,F M S,Winger,34,1268,3.0,2.5765,3.0,2.5765,6.0,4.2623,49.0,36.0,14.0471,9.5631,0.2129,0.1829,0.4259,0.3025,3.4779,2.5552,0.997,0.6788,understat
8845,Hee-Chan Hwang,2023-2024,ENG-Premier League,Wolverhampton Wanderers,F M S,Winger,29,2154,12.0,8.6819,11.0,7.9207,3.0,3.1403,45.0,17.0,12.0239,2.6239,0.5014,0.3628,0.1253,0.1312,1.8802,0.7103,0.5024,0.1096,understat
11720,Jacob Brown,2023-2024,ENG-Premier League,Luton,F M S,Winger,19,1031,2.0,3.0788,2.0,3.0788,0.0,0.8424,25.0,8.0,3.8902,0.4203,0.1746,0.2688,0.0,0.0735,2.1823,0.6984,0.3396,0.0367,understat
5355,Jacob Bruun Larsen,2023-2024,ENG-Premier League,Burnley,F M S,Winger,32,1272,6.0,5.2944,5.0,4.5333,0.0,1.4546,44.0,25.0,7.3137,2.5193,0.4245,0.3746,0.0,0.1029,3.1132,1.7689,0.5175,0.1783,understat
6063,Jacob Murphy,2023-2024,ENG-Premier League,Newcastle United,D F M S,Winger,21,1216,3.0,2.8979,3.0,2.8979,7.0,5.2258,30.0,31.0,11.5517,4.9347,0.222,0.2145,0.5181,0.3868,2.2204,2.2944,0.855,0.3652,understat
10126,James McAtee,2023-2024,ENG-Premier League,"Manchester City,Sheffield United",F M S,Winger,31,1848,3.0,3.2023,2.0,2.4412,3.0,3.0652,26.0,28.0,7.3741,2.797,0.1461,0.156,0.1461,0.1493,1.2662,1.3636,0.3591,0.1362,understat
1776,Jarrod Bowen,2023-2024,ENG-Premier League,West Ham,F M,Winger,34,3026,16.0,13.4986,16.0,13.4986,6.0,6.4377,85.0,32.0,17.7694,2.4571,0.4759,0.4015,0.1785,0.1915,2.5281,0.9518,0.5285,0.0731,understat
7762,Jean-Ricner Bellegarde,2023-2024,ENG-Premier League,Wolverhampton Wanderers,D F M S,Winger,22,938,2.0,1.3614,2.0,1.3614,1.0,0.9552,15.0,12.0,3.1771,1.5233,0.1919,0.1306,0.0959,0.0916,1.4392,1.1514,0.3048,0.1462,understat
757,Jeffrey Schlupp,2023-2024,ENG-Premier League,Crystal Palace,F M S,Winger,29,1370,2.0,1.8824,2.0,1.8824,2.0,2.1712,19.0,18.0,6.6293,2.9411,0.1314,0.1237,0.1314,0.1426,1.2482,1.1825,0.4355,0.1932,understat
87,Joelinton,2023-2024,ENG-Premier League,Newcastle United,F M S,Winger,20,1289,2.0,2.5592,2.0,2.5592,1.0,2.9588,19.0,23.0,10.3106,6.3613,0.1396,0.1787,0.0698,0.2066,1.3266,1.6059,0.7199,0.4442,understat
1663,Johann Berg Gudmundsson,2023-2024,ENG-Premier League,Burnley,F M S,Winger,26,1175,1.0,2.0482,1.0,2.0482,3.0,3.1434,15.0,34.0,6.2962,2.9956,0.0766,0.1569,0.2298,0.2408,1.1489,2.6043,0.4823,0.2295,understat
672,Jordan Ayew,2023-2024,ENG-Premier League,Crystal Palace,F M S,Winger,35,2563,4.0,4.2625,4.0,4.2625,7.0,4.9588,48.0,25.0,10.7024,5.5204,0.1405,0.1497,0.2458,0.1741,1.6855,0.8779,0.3758,0.1938,understat
8272,João Pedro,2023-2024,ENG-Premier League,Brighton,F M S,Winger,31,2026,9.0,11.9189,5.0,8.1131,3.0,5.4224,75.0,37.0,17.5484,7.5901,0.3998,0.5295,0.1333,0.2409,3.3317,1.6436,0.7795,0.3372,understat
10846,Julián Álvarez,2023-2024,ENG-Premier League,Manchester City,F M S,Winger,36,2682,11.0,14.3736,9.0,12.8512,8.0,5.8231,98.0,66.0,27.1622,13.0893,0.3691,0.4823,0.2685,0.1954,3.2886,2.2148,0.9115,0.4392,understat
5220,Kai Havertz,2023-2024,ENG-Premier League,Arsenal,F M S,Winger,37,2651,13.0,13.4657,12.0,12.7046,7.0,5.8144,69.0,45.0,24.7901,9.3461,0.4413,0.4572,0.2376,0.1974,2.3425,1.5277,0.8416,0.3173,understat
10806,Kaoru Mitoma,2023-2024,ENG-Premier League,Brighton,D F M S,Winger,19,1482,3.0,4.68,3.0,4.68,4.0,3.3876,34.0,25.0,14.0503,8.1518,0.1822,0.2842,0.2429,0.2057,2.0648,1.5182,0.8533,0.495,understat
7698,Leandro Trossard,2023-2024,ENG-Premier League,Arsenal,F M S,Winger,34,1649,12.0,9.5758,12.0,9.5758,1.0,3.2521,60.0,24.0,16.9765,5.5029,0.6549,0.5226,0.0546,0.1775,3.2747,1.3099,0.9266,0.3003,understat
5221,Leon Bailey,2023-2024,ENG-Premier League,Aston Villa,F M S,Winger,35,2112,10.0,6.4656,10.0,6.4656,9.0,10.2992,53.0,51.0,17.9897,6.6714,0.4261,0.2755,0.3835,0.4389,2.2585,2.1733,0.7666,0.2843,understat
10620,Luca Koleosho,2023-2024,ENG-Premier League,Burnley,F M S,Winger,15,1015,1.0,2.3244,1.0,2.3244,1.0,1.4566,23.0,11.0,3.7318,0.279,0.0887,0.2061,0.0887,0.1292,2.0394,0.9754,0.3309,0.0247,understat
7365,Lucas Paquetá,2023-2024,ENG-Premier League,West Ham,F M,Winger,31,2676,4.0,4.6051,2.0,3.0828,6.0,5.833,42.0,41.0,13.32,7.1064,0.1345,0.1549,0.2018,0.1962,1.4126,1.3789,0.448,0.239,understat
7498,Lyle Foster,2023-2024,ENG-Premier League,Burnley,F M S,Winger,24,1938,5.0,5.6081,5.0,5.6081,3.0,1.499,34.0,19.0,8.6762,2.6116,0.2322,0.2604,0.1393,0.0696,1.5789,0.8824,0.4029,0.1213,understat
556,Marcus Rashford,2023-2024,ENG-Premier League,Manchester United,F M S,Winger,33,2292,7.0,7.6615,5.0,6.1392,2.0,2.3901,62.0,24.0,12.6863,4.9503,0.2749,0.3008,0.0785,0.0939,2.4346,0.9424,0.4982,0.1944,understat
10741,Marcus Tavernier,2023-2024,ENG-Premier League,Bournemouth,F M S,Winger,30,2163,3.0,4.385,3.0,4.385,4.0,6.2649,53.0,44.0,14.9089,7.1051,0.1248,0.1825,0.1664,0.2607,2.2053,1.8308,0.6203,0.2956,understat
7080,Matheus Cunha,2023-2024,ENG-Premier League,Wolverhampton Wanderers,F M S,Winger,32,2499,12.0,10.2291,11.0,9.468,7.0,3.9201,73.0,28.0,12.985,2.3368,0.4322,0.3684,0.2521,0.1412,2.6291,1.0084,0.4676,0.0842,understat
9948,Michael Olise,2023-2024,ENG-Premier League,Crystal Palace,F M S,Winger,19,1281,10.0,5.6874,9.0,4.9262,6.0,5.1967,56.0,35.0,12.0752,5.0466,0.7026,0.3996,0.4215,0.3651,3.9344,2.459,0.8484,0.3546,understat
12027,Mohammed Kudus,2023-2024,ENG-Premier League,West Ham,F M S,Winger,33,2490,8.0,5.1773,8.0,5.1773,6.0,3.509,66.0,28.0,11.5169,4.337,0.2892,0.1871,0.2169,0.1268,2.3855,1.012,0.4163,0.1568,understat
6857,Morgan Gibbs-White,2023-2024,ENG-Premier League,Nottingham Forest,F M S,Winger,37,3177,5.0,6.0696,4.0,5.3085,10.0,9.5222,71.0,74.0,18.2729,9.2687,0.1416,0.1719,0.2833,0.2697,2.0113,2.0963,0.5176,0.2626,understat
6556,Moussa Diaby,2023-2024,ENG-Premier League,Aston Villa,F M S,Winger,38,2233,6.0,6.4578,6.0,6.4578,8.0,8.6211,54.0,46.0,17.9527,6.2111,0.2418,0.2603,0.3224,0.3475,2.1764,1.854,0.7236,0.2503,understat
11305,Mykhailo Mudryk,2023-2024,ENG-Premier League,Chelsea,F M S,Winger,31,1563,5.0,5.1113,5.0,5.1113,2.0,3.8854,35.0,32.0,10.9907,4.3572,0.2879,0.2943,0.1152,0.2237,2.0154,1.8426,0.6329,0.2509,understat
10048,Nicolas Jackson,2023-2024,ENG-Premier League,Chelsea,F M S,Winger,35,2818,14.0,19.8606,14.0,19.8606,5.0,5.2837,80.0,36.0,27.9173,7.2705,0.4471,0.6343,0.1597,0.1687,2.555,1.1498,0.8916,0.2322,understat
6686,Nicolo Zaniolo,2023-2024,ENG-Premier League,Aston Villa,F M S,Winger,25,820,2.0,3.7047,2.0,3.7047,0.0,0.6395,27.0,10.0,5.2611,1.7181,0.2195,0.4066,0.0,0.0702,2.9634,1.0976,0.5774,0.1886,understat
3697,Odsonne Edouard,2023-2024,ENG-Premier League,Crystal Palace,F M S,Winger,30,1534,7.0,7.8695,7.0,7.8695,0.0,1.0359,51.0,18.0,8.3168,2.136,0.4107,0.4617,0.0,0.0608,2.9922,1.0561,0.4879,0.1253,understat
2199,Pablo Sarabia,2023-2024,ENG-Premier League,Wolverhampton Wanderers,F M S,Winger,30,1763,4.0,5.9813,2.0,4.459,7.0,6.0661,46.0,52.0,10.2326,3.583,0.2042,0.3053,0.3573,0.3097,2.3483,2.6546,0.5224,0.1829,understat
6382,Pedro Neto,2023-2024,ENG-Premier League,Wolverhampton Wanderers,F M S,Winger,20,1524,2.0,3.287,2.0,3.287,9.0,5.216,36.0,37.0,8.7033,2.2079,0.1181,0.1941,0.5315,0.308,2.126,2.185,0.514,0.1304,understat
6055,Phil Foden,2023-2024,ENG-Premier League,Manchester City,F M S,Winger,35,2895,19.0,11.308,19.0,11.308,8.0,8.5162,105.0,73.0,30.417,16.999,0.5907,0.3515,0.2487,0.2648,3.2642,2.2694,0.9456,0.5285,understat
618,Raheem Sterling,2023-2024,ENG-Premier League,Chelsea,F M S,Winger,31,1987,8.0,8.5738,8.0,8.5738,4.0,4.9714,51.0,30.0,19.29,8.8981,0.3624,0.3883,0.1812,0.2252,2.31,1.3588,0.8737,0.403,understat
6026,Richarlison,2023-2024,ENG-Premier League,Tottenham,F M S,Winger,28,1511,11.0,9.6191,11.0,9.6191,4.0,1.9676,61.0,15.0,12.7351,2.2887,0.6552,0.5729,0.2383,0.1172,3.6334,0.8934,0.7585,0.1363,understat
5560,Scott McTominay,2023-2024,ENG-Premier League,Manchester United,F M S,Winger,32,1861,7.0,6.7774,7.0,6.7774,1.0,1.062,44.0,11.0,9.3146,3.723,0.3385,0.3278,0.0484,0.0514,2.1279,0.532,0.4505,0.18,understat
11710,Simon Adingra,2023-2024,ENG-Premier League,Brighton,D F M S,Winger,31,2256,6.0,5.0967,6.0,5.0967,1.0,3.3021,52.0,33.0,13.1042,6.3081,0.2394,0.2033,0.0399,0.1317,2.0745,1.3165,0.5228,0.2517,understat
453,Son Heung-Min,2023-2024,ENG-Premier League,Tottenham,F M S,Winger,35,2989,17.0,12.9786,15.0,11.4563,10.0,13.341,85.0,69.0,30.1156,10.446,0.5119,0.3908,0.3011,0.4017,2.5594,2.0776,0.9068,0.3145,understat
7439,Tahith Chong,2023-2024,ENG-Premier League,Luton,D F M S,Winger,33,1978,4.0,3.5192,4.0,3.5192,0.0,0.4376,30.0,9.0,5.8977,3.5753,0.182,0.1601,0.0,0.0199,1.365,0.4095,0.2684,0.1627,understat
65,Timo Werner,2023-2024,ENG-Premier League,Tottenham,F M S,Winger,13,827,2.0,4.2129,2.0,4.2129,3.0,3.477,29.0,15.0,10.5072,3.7678,0.2177,0.4585,0.3265,0.3784,3.156,1.6324,1.1435,0.41,understat
700,Willian,2023-2024,ENG-Premier League,Fulham,F M S,Winger,31,2080,4.0,5.0177,2.0,3.4953,2.0,4.1452,45.0,45.0,13.5922,9.2973,0.1731,0.2171,0.0865,0.1794,1.9471,1.9471,0.5881,0.4023,understat
10822,Wilson Odobert,2023-2024,ENG-Premier League,Burnley,F M S,Winger,29,2150,3.0,2.5439,3.0,2.5439,2.0,4.4278,49.0,31.0,10.0048,4.2033,0.1256,0.1065,0.0837,0.1854,2.0512,1.2977,0.4188,0.176,understat
5956,Youri Tielemans,2023-2024,ENG-Premier League,Aston Villa,F M S,Winger,32,1580,2.0,1.0049,2.0,1.0049,6.0,3.0543,14.0,18.0,10.6753,8.0608,0.1139,0.0572,0.3418,0.174,0.7975,1.0253,0.6081,0.4592,understat
11701,Zeki Amdouni,2023-2024,ENG-Premier League,Burnley,F M S,Winger,34,2025,5.0,6.1005,4.0,5.3393,1.0,1.4948,49.0,16.0,7.8884,2.6892,0.2222,0.2711,0.0444,0.0664,2.1778,0.7111,0.3506,0.1195,understat
534,Aaron Cresswell,2024-2025,ENG-Premier League,West Ham,D S,Defender,18,821,0.0,0.1509,0.0,0.1509,0.0,1.5896,5.0,9.0,2.4189,1.7283,0.0,0.0165,0.0,0.1743,0.5481,0.9866,0.2652,0.1895,understat
11763,Abduqodir Khusanov,2024-2025,ENG-Premier League,Manchester City,D,Defender,6,506,0.0,0.0155,0.0,0.0155,0.0,0.1057,1.0,2.0,2.7787,2.7635,0.0,0.0028,0.0,0.0188,0.1779,0.3557,0.4942,0.4915,understat
825,Adam Smith,2024-2025,ENG-Premier League,Bournemouth,D S,Defender,25,1625,0.0,0.3261,0.0,0.3261,0.0,0.4431,3.0,8.0,5.3391,4.7455,0.0,0.0181,0.0,0.0245,0.1662,0.4431,0.2957,0.2628,understat
7699,Adam Webster,2024-2025,ENG-Premier League,Brighton,D S,Defender,14,888,0.0,0.3765,0.0,0.3765,0.0,0.3819,5.0,3.0,4.8233,4.7511,0.0,0.0382,0.0,0.0387,0.5068,0.3041,0.4888,0.4815,understat
1688,Andrew Robertson,2024-2025,ENG-Premier League,Liverpool,D S,Defender,33,2511,0.0,1.5657,0.0,1.5657,1.0,4.8816,15.0,40.0,19.9313,15.6779,0.0,0.0561,0.0358,0.175,0.5376,1.4337,0.7144,0.5619,understat
631,Ashley Young,2024-2025,ENG-Premier League,Everton,D S,Defender,32,1824,1.0,0.2523,1.0,0.2523,3.0,2.9377,6.0,26.0,4.8678,3.145,0.0493,0.0124,0.148,0.145,0.2961,1.2829,0.2402,0.1552,understat
6885,Axel Disasi,2024-2025,ENG-Premier League,"Aston Villa,Chelsea",D S,Defender,13,844,1.0,0.6245,1.0,0.6245,0.0,0.3375,4.0,5.0,2.5078,2.2157,0.1066,0.0666,0.0,0.036,0.4265,0.5332,0.2674,0.2363,understat
934,Axel Tuanzebe,2024-2025,ENG-Premier League,Ipswich,D S,Defender,22,1731,0.0,0.3538,0.0,0.3538,1.0,0.6263,4.0,5.0,3.9006,3.3179,0.0,0.0184,0.052,0.0326,0.208,0.26,0.2028,0.1725,understat
660,Ben Davies,2024-2025,ENG-Premier League,Tottenham,D S,Defender,17,1325,0.0,0.3614,0.0,0.3614,0.0,0.0992,5.0,2.0,5.1787,5.1665,0.0,0.0246,0.0,0.0067,0.3396,0.1358,0.3518,0.3509,understat
7298,Ben White,2024-2025,ENG-Premier League,Arsenal,D S,Defender,17,1192,0.0,0.4338,0.0,0.4338,2.0,1.45,9.0,10.0,4.3463,3.8967,0.0,0.0328,0.151,0.1095,0.6795,0.755,0.3282,0.2942,understat
7333,Caleb Okoli,2024-2025,ENG-Premier League,Leicester,D S,Defender,19,1113,1.0,0.8699,1.0,0.8699,0.0,0.0,4.0,0.0,2.4788,2.4601,0.0809,0.0703,0.0,0.0,0.3235,0.0,0.2004,0.1989,understat
11728,Calvin Bassey,2024-2025,ENG-Premier League,Fulham,D S,Defender,35,3072,1.0,1.1176,1.0,1.1176,0.0,0.1131,14.0,3.0,10.4572,10.3198,0.0293,0.0327,0.0,0.0033,0.4102,0.0879,0.3064,0.3023,understat
12755,Cameron Burgess,2024-2025,ENG-Premier League,Ipswich,D S,Defender,18,1538,0.0,0.9313,0.0,0.9313,2.0,0.3767,10.0,7.0,4.1141,3.4299,0.0,0.0545,0.117,0.022,0.5852,0.4096,0.2407,0.2007,understat
8430,Chris Richards,2024-2025,ENG-Premier League,Crystal Palace,D S,Defender,24,1925,1.0,1.6956,1.0,1.6956,0.0,0.1143,12.0,2.0,4.3236,4.2093,0.0468,0.0793,0.0,0.0053,0.561,0.0935,0.2021,0.1968,understat
10120,Conor Bradley,2024-2025,ENG-Premier League,Liverpool,D S,Defender,19,736,0.0,1.1355,0.0,1.1355,2.0,1.9163,10.0,7.0,7.8656,5.1931,0.0,0.1389,0.2446,0.2343,1.2228,0.856,0.9618,0.635,understat
6851,Conor Coady,2024-2025,ENG-Premier League,Leicester,D S,Defender,22,1710,1.0,0.6421,1.0,0.6421,0.0,0.0702,2.0,1.0,5.113,4.5,0.0526,0.0338,0.0,0.0037,0.1053,0.0526,0.2691,0.2368,understat
804,Craig Dawson,2024-2025,ENG-Premier League,Wolverhampton Wanderers,D S,Defender,15,950,0.0,0.4068,0.0,0.4068,0.0,0.0698,5.0,2.0,2.3292,2.3171,0.0,0.0385,0.0,0.0066,0.4737,0.1895,0.2207,0.2195,understat
7218,Cristian Romero,2024-2025,ENG-Premier League,Tottenham,D,Defender,18,1426,1.0,1.9051,1.0,1.9051,0.0,0.6253,16.0,7.0,6.6631,6.3244,0.0631,0.1202,0.0,0.0395,1.0098,0.4418,0.4205,0.3992,understat
7382,Dan Burn,2024-2025,ENG-Premier League,Newcastle United,D,Defender,37,3330,1.0,2.5744,1.0,2.5744,1.0,1.1637,21.0,9.0,10.6856,10.0757,0.027,0.0696,0.027,0.0315,0.5676,0.2432,0.2888,0.2723,understat
12408,Daniel Muñoz,2024-2025,ENG-Premier League,Crystal Palace,D,Defender,37,3237,4.0,5.7915,4.0,5.7915,5.0,5.9425,37.0,45.0,17.363,7.9088,0.1112,0.161,0.139,0.1652,1.0287,1.2512,0.4828,0.2199,understat
8756,Dara O&#039;Shea,2024-2025,ENG-Premier League,Ipswich,D,Defender,35,3129,0.0,1.565,0.0,1.565,2.0,0.7031,22.0,3.0,8.6104,7.7821,0.0,0.045,0.0575,0.0202,0.6328,0.0863,0.2477,0.2238,understat
11943,Dean Huijsen,2024-2025,ENG-Premier League,Bournemouth,D S,Defender,32,2403,3.0,1.5729,3.0,1.5729,2.0,2.3319,17.0,15.0,11.5502,10.0397,0.1124,0.0589,0.0749,0.0873,0.6367,0.5618,0.4326,0.376,understat
5712,Diego Carlos,2024-2025,ENG-Premier League,Aston Villa,D S,Defender,10,828,0.0,0.9729,0.0,0.9729,0.0,0.0,4.0,0.0,2.882,2.882,0.0,0.1057,0.0,0.0,0.4348,0.0,0.3133,0.3133,understat
7281,Diogo Dalot,2024-2025,ENG-Premier League,Manchester United,D S,Defender,33,2821,0.0,1.6991,0.0,1.6991,3.0,2.5789,24.0,26.0,10.508,8.3847,0.0,0.0542,0.0957,0.0823,0.7657,0.8295,0.3352,0.2675,understat
10764,Djed Spence,2024-2025,ENG-Premier League,Tottenham,D S,Defender,25,1784,1.0,0.417,1.0,0.417,2.0,1.8481,10.0,11.0,6.8937,6.0086,0.0504,0.021,0.1009,0.0932,0.5045,0.5549,0.3478,0.3031,understat
10856,Emmanuel Agbadou,2024-2025,ENG-Premier League,Wolverhampton Wanderers,D,Defender,16,1414,1.0,0.6944,1.0,0.6944,0.0,0.1892,7.0,4.0,3.7824,3.7526,0.0636,0.0442,0.0,0.012,0.4455,0.2546,0.2407,0.2388,understat
5136,Estupiñán,2024-2025,ENG-Premier League,Brighton,D S,Defender,30,2404,1.0,1.3183,1.0,1.3183,1.0,2.3208,28.0,27.0,12.299,10.6156,0.0374,0.0494,0.0374,0.0869,1.0483,1.0108,0.4604,0.3974,understat
9678,Ethan Pinnock,2024-2025,ENG-Premier League,Brentford,D S,Defender,22,1912,2.0,0.9376,2.0,0.9376,0.0,1.5103,10.0,8.0,8.1411,7.1104,0.0941,0.0441,0.0,0.0711,0.4707,0.3766,0.3832,0.3347,understat
7726,Ezri Konsa Ngoyo,2024-2025,ENG-Premier League,Aston Villa,D S,Defender,34,2934,2.0,1.1035,2.0,1.1035,0.0,0.4107,11.0,6.0,9.7362,9.216,0.0613,0.0338,0.0,0.0126,0.3374,0.184,0.2987,0.2827,understat
76,Fabian Schär,2024-2025,ENG-Premier League,Newcastle United,D S,Defender,34,2938,4.0,4.2034,4.0,4.2034,0.0,0.3913,40.0,5.0,9.6831,8.5122,0.1225,0.1288,0.0,0.012,1.2253,0.1532,0.2966,0.2608,understat
5613,Gabriel,2024-2025,ENG-Premier League,Arsenal,D,Defender,28,2376,3.0,4.3003,3.0,4.3003,1.0,1.2211,22.0,13.0,11.2778,10.1669,0.1136,0.1629,0.0379,0.0463,0.8333,0.4924,0.4272,0.3851,understat
1687,Harry Maguire,2024-2025,ENG-Premier League,Manchester United,D S,Defender,27,1752,1.0,2.3423,1.0,2.3423,0.0,0.9308,16.0,8.0,5.2076,3.6736,0.0514,0.1203,0.0,0.0478,0.8219,0.411,0.2675,0.1887,understat
11807,Ian Maatsen,2024-2025,ENG-Premier League,Aston Villa,D S,Defender,29,1073,1.0,0.9798,1.0,0.9798,2.0,3.0339,19.0,19.0,9.6903,8.367,0.0839,0.0822,0.1678,0.2545,1.5937,1.5937,0.8128,0.7018,understat
6326,Ibrahima Konaté,2024-2025,ENG-Premier League,Liverpool,D S,Defender,31,2578,1.0,1.857,1.0,1.857,2.0,1.0275,19.0,10.0,17.3227,16.6425,0.0349,0.0648,0.0698,0.0359,0.6633,0.3491,0.6047,0.581,understat
7943,Igor Julio,2024-2025,ENG-Premier League,Brighton,D S,Defender,13,959,0.0,0.0835,0.0,0.0835,0.0,0.1428,1.0,2.0,4.9706,4.8278,0.0,0.0078,0.0,0.0134,0.0938,0.1877,0.4665,0.4531,understat
11486,Illia Zabarnyi,2024-2025,ENG-Premier League,Bournemouth,D S,Defender,36,3116,0.0,1.3496,0.0,1.3496,1.0,0.962,12.0,12.0,7.4313,7.2118,0.0,0.039,0.0289,0.0278,0.3466,0.3466,0.2146,0.2083,understat
3203,Issa Diop,2024-2025,ENG-Premier League,Fulham,D S,Defender,21,1332,0.0,0.4851,0.0,0.4851,0.0,0.1431,5.0,3.0,3.8768,3.789,0.0,0.0328,0.0,0.0097,0.3378,0.2027,0.2619,0.256,understat
8831,Iyenoma Destiny Udogie,2024-2025,ENG-Premier League,Tottenham,D S,Defender,25,1949,0.0,0.3497,0.0,0.3497,1.0,1.2607,5.0,16.0,9.8316,9.1745,0.0,0.0161,0.0462,0.0582,0.2309,0.7388,0.454,0.4237,understat
1735,Jack Stephens,2024-2025,ENG-Premier League,Southampton,D S,Defender,19,1418,1.0,0.6748,1.0,0.6748,0.0,0.288,4.0,3.0,3.4234,3.3819,0.0635,0.0428,0.0,0.0183,0.2539,0.1904,0.2173,0.2146,understat
12745,Jacob Greaves,2024-2025,ENG-Premier League,Ipswich,D,Defender,25,2208,1.0,1.4358,1.0,1.4358,0.0,0.226,10.0,6.0,3.7185,3.5595,0.0408,0.0585,0.0,0.0092,0.4076,0.2446,0.1516,0.1451,understat
12014,Jake O&#039;Brien,2024-2025,ENG-Premier League,Everton,D S,Defender,20,1561,2.0,1.22,2.0,1.22,0.0,0.6677,6.0,6.0,4.7437,3.9247,0.1153,0.0703,0.0,0.0385,0.3459,0.3459,0.2735,0.2263,understat
10012,Jakub Kiwior,2024-2025,ENG-Premier League,Arsenal,D S,Defender,17,1102,1.0,0.2143,1.0,0.2143,0.0,0.5098,3.0,5.0,3.4406,3.2759,0.0817,0.0175,0.0,0.0416,0.245,0.4083,0.281,0.2675,understat
11359,James Bree,2024-2025,ENG-Premier League,Southampton,D S,Defender,17,1077,0.0,0.1094,0.0,0.1094,1.0,1.0717,4.0,9.0,3.7004,3.0009,0.0,0.0091,0.0836,0.0896,0.3343,0.7521,0.3092,0.2508,understat
10747,James Hill,2024-2025,ENG-Premier League,Bournemouth,D S,Defender,10,458,0.0,0.1945,0.0,0.1945,1.0,0.3441,6.0,3.0,2.398,2.0917,0.0,0.0382,0.1965,0.0676,1.179,0.5895,0.4712,0.411,understat
7753,James Justin,2024-2025,ENG-Premier League,Leicester,D S,Defender,36,2937,2.0,2.0466,2.0,2.0466,2.0,0.9607,25.0,15.0,6.9224,5.9153,0.0613,0.0627,0.0613,0.0294,0.7661,0.4597,0.2121,0.1813,understat
1665,James Tarkowski,2024-2025,ENG-Premier League,Everton,D,Defender,33,2926,1.0,1.2661,1.0,1.2661,1.0,2.7973,15.0,16.0,5.2075,4.6344,0.0308,0.0389,0.0308,0.086,0.4614,0.4921,0.1602,0.1425,understat
6042,Jan Bednarek,2024-2025,ENG-Premier League,Southampton,D,Defender,30,2538,2.0,1.0302,2.0,1.0302,0.0,0.3539,5.0,5.0,6.6196,6.1905,0.0709,0.0365,0.0,0.0126,0.1773,0.1773,0.2347,0.2195,understat
10807,Jan Paul van Hecke,2024-2025,ENG-Premier League,Brighton,D S,Defender,34,2962,1.0,1.0002,1.0,1.0002,1.0,1.5587,17.0,16.0,14.8462,13.8114,0.0304,0.0304,0.0304,0.0474,0.5165,0.4862,0.4511,0.4197,understat
